HEADER_TIME_STAMP,START_TIME,STOP_TIME,PID,ANNOTATION_LABELS,FINEST_ACTIVITIES,MUSS_22_ACTIVITIES,MUSS_3_POSTURES,MUSS_6_ACTIVITY_GROUPS,MDCAS,RIAR_17_ACTIVITIES,SEDENTARY_AMBULATION_CYCLING,MUSS_22_ACTIVITY_ABBRS
2015-12-15 13:56:54.400,2015-12-15 13:56:54.400,2015-12-15 13:57:07.200,SPADES_13,3 mph phone talking treadmill walking,Level treadmill walking at 3-3.5 mph while holding a phone to the ear and talking,Level treadmill walking at 3-3.5 mph while holding a phone to the ear and talking,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-phone
2015-12-15 13:57:07.200,2015-12-15 13:57:07.200,2015-12-15 13:57:20.000,SPADES_13,3 mph phone talking treadmill walking,Level treadmill walking at 3-3.5 mph while holding a phone to the ear and talking,Level treadmill walking at 3-3.5 mph while holding a phone to the ear and talking,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-phone
2015-12-15 13:57:20.000,2015-12-15 13:57:20.000,2015-12-15 13:57:32.800,SPADES_13,3 mph phone talking treadmill walking,Level treadmill walking at 3-3.5 mph while holding a phone to the ear and talking,Level treadmill walking at 3-3.5 mph while holding a phone to the ear and talking,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-phone
2015-12-15 13:57:32.800,2015-12-15 13:57:32.800,2015-12-15 13:57:45.600,SPADES_13,3 mph phone talking treadmill walking,Level treadmill walking at 3-3.5 mph while holding a phone to the ear and talking,Level treadmill walking at 3-3.5 mph while holding a phone to the ear and talking,Upright,Walking,Ambulation,Walking at 3-3.5 mph,Ambulation,Walk-phone
2015-12-15 13:57:45.600,2015-12-15 13:57:45.600,2015-12-15 13:57:58.400,SPADES_13,3 mph phone talking treadmill walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:57:58.400,2015-12-15 13:57:58.400,2015-12-15 13:58:11.200,SPADES_13,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2015-12-15 13:58:11.200,2015-12-15 13:58:11.200,2015-12-15 13:58:24.000,SPADES_13,sweeping walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:58:24.000,2015-12-15 13:58:24.000,2015-12-15 13:58:36.800,SPADES_13,sweeping walking,Standing and sweeping,Standing and sweeping,Upright,Standing,Upright Movement,Sweeping,Others,Stand-sweep
2015-12-15 13:58:36.800,2015-12-15 13:58:36.800,2015-12-15 13:58:49.600,SPADES_13,sweeping walking,Standing and sweeping,Standing and sweeping,Upright,Standing,Upright Movement,Sweeping,Others,Stand-sweep
2015-12-15 13:58:49.600,2015-12-15 13:58:49.600,2015-12-15 13:59:02.400,SPADES_13,sweeping walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:59:02.400,2015-12-15 13:59:02.400,2015-12-15 13:59:15.200,SPADES_13,standing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:59:15.200,2015-12-15 13:59:15.200,2015-12-15 13:59:28.000,SPADES_13,laundry standing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2015-12-15 13:59:28.000,2015-12-15 13:59:28.000,2015-12-15 13:59:40.800,SPADES_13,laundry standing,Standing and folding towels,Standing and folding towels,Upright,Standing,Upright Movement,Folding towels,Others,Stand-fold
2016-01-15 12:06:36.800,2016-01-15 12:06:36.800,2016-01-15 12:06:49.600,SPADES_15,still,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:06:49.600,2016-01-15 12:06:49.600,2016-01-15 12:07:02.400,SPADES_15,jumping jacks still,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:07:02.400,2016-01-15 12:07:02.400,2016-01-15 12:07:15.200,SPADES_15,jumping jacks still,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:07:15.200,2016-01-15 12:07:15.200,2016-01-15 12:07:28.000,SPADES_15,jumping jacks still,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:07:28.000,2016-01-15 12:07:28.000,2016-01-15 12:07:40.800,SPADES_15,jumping jacks still,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:07:40.800,2016-01-15 12:07:40.800,2016-01-15 12:07:53.600,SPADES_15,jumping jacks still,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:07:53.600,2016-01-15 12:07:53.600,2016-01-15 12:08:06.400,SPADES_15,jumping jacks still,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:08:06.400,2016-01-15 12:08:06.400,2016-01-15 12:08:19.200,SPADES_15,jumping jacks still,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:08:19.200,2016-01-15 12:08:19.200,2016-01-15 12:08:32.000,SPADES_15,still,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:08:32.000,2016-01-15 12:08:32.000,2016-01-15 12:08:44.800,SPADES_15,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:08:44.800,2016-01-15 12:08:44.800,2016-01-15 12:08:57.600,SPADES_15,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:08:57.600,2016-01-15 12:08:57.600,2016-01-15 12:09:10.400,SPADES_15,arms on desk sitting writing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:09:10.400,2016-01-15 12:09:10.400,2016-01-15 12:09:23.200,SPADES_15,arms on desk sitting writing,Sitting and writing,Sitting and writing,Sitting,Sitting,Sitting Movement,Sitting and writing,Others,Sit-write
2016-01-15 12:09:23.200,2016-01-15 12:09:23.200,2016-01-15 12:09:36.000,SPADES_15,arms on desk sitting writing,Sitting and writing,Sitting and writing,Sitting,Sitting,Sitting Movement,Sitting and writing,Others,Sit-write
2016-01-15 12:09:36.000,2016-01-15 12:09:36.000,2016-01-15 12:09:48.800,SPADES_15,arms on desk sitting writing,Sitting and writing,Sitting and writing,Sitting,Sitting,Sitting Movement,Sitting and writing,Others,Sit-write
2016-01-15 12:09:48.800,2016-01-15 12:09:48.800,2016-01-15 12:10:01.600,SPADES_15,arms on desk sitting writing,Sitting and writing,Sitting and writing,Sitting,Sitting,Sitting Movement,Sitting and writing,Others,Sit-write
2016-01-15 12:10:01.600,2016-01-15 12:10:01.600,2016-01-15 12:10:14.400,SPADES_15,arms on desk sitting writing,Sitting and writing,Sitting and writing,Sitting,Sitting,Sitting Movement,Sitting and writing,Others,Sit-write
2016-01-15 12:10:14.400,2016-01-15 12:10:14.400,2016-01-15 12:10:27.200,SPADES_15,arms on desk sitting writing,Sitting and writing,Sitting and writing,Sitting,Sitting,Sitting Movement,Sitting and writing,Others,Sit-write
2016-01-15 12:10:27.200,2016-01-15 12:10:27.200,2016-01-15 12:10:40.000,SPADES_15,arms on desk sitting writing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:10:40.000,2016-01-15 12:10:40.000,2016-01-15 12:10:52.800,SPADES_15,reclining,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:10:52.800,2016-01-15 12:10:52.800,2016-01-15 12:11:05.600,SPADES_15,reclining telling story,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:11:05.600,2016-01-15 12:11:05.600,2016-01-15 12:11:18.400,SPADES_15,reclining telling story,Reclining and talking,Reclining and talking,Sitting,Sitting,Sitting Movement,Sitting still,Sedentary,Rec.-talk
2016-01-15 12:11:18.400,2016-01-15 12:11:18.400,2016-01-15 12:11:31.200,SPADES_15,reclining telling story,Reclining and talking,Reclining and talking,Sitting,Sitting,Sitting Movement,Sitting still,Sedentary,Rec.-talk
2016-01-15 12:11:31.200,2016-01-15 12:11:31.200,2016-01-15 12:11:44.000,SPADES_15,reclining telling story,Reclining and talking,Reclining and talking,Sitting,Sitting,Sitting Movement,Sitting still,Sedentary,Rec.-talk
2016-01-15 12:11:44.000,2016-01-15 12:11:44.000,2016-01-15 12:11:56.800,SPADES_15,reclining telling story,Reclining and talking,Reclining and talking,Sitting,Sitting,Sitting Movement,Sitting still,Sedentary,Rec.-talk
2016-01-15 12:11:56.800,2016-01-15 12:11:56.800,2016-01-15 12:12:09.600,SPADES_15,reclining telling story,Reclining and talking,Reclining and talking,Sitting,Sitting,Sitting Movement,Sitting still,Sedentary,Rec.-talk
2016-01-15 12:12:09.600,2016-01-15 12:12:09.600,2016-01-15 12:12:22.400,SPADES_15,reclining telling story,Reclining and talking,Reclining and talking,Sitting,Sitting,Sitting Movement,Sitting still,Sedentary,Rec.-talk
2016-01-15 12:12:22.400,2016-01-15 12:12:22.400,2016-01-15 12:12:35.200,SPADES_15,reclining telling story,Reclining and talking,Reclining and talking,Sitting,Sitting,Sitting Movement,Sitting still,Sedentary,Rec.-talk
2016-01-15 12:12:35.200,2016-01-15 12:12:35.200,2016-01-15 12:12:48.000,SPADES_15,reclining telling story,Reclining and talking,Reclining and talking,Sitting,Sitting,Sitting Movement,Sitting still,Sedentary,Rec.-talk
2016-01-15 12:12:48.000,2016-01-15 12:12:48.000,2016-01-15 12:13:00.800,SPADES_15,reclining telling story,Reclining and talking,Reclining and talking,Sitting,Sitting,Sitting Movement,Sitting still,Sedentary,Rec.-talk
2016-01-15 12:13:00.800,2016-01-15 12:13:00.800,2016-01-15 12:13:13.600,SPADES_15,reclining telling story,Reclining and talking,Reclining and talking,Sitting,Sitting,Sitting Movement,Sitting still,Sedentary,Rec.-talk
2016-01-15 12:13:13.600,2016-01-15 12:13:13.600,2016-01-15 12:13:26.400,SPADES_15,reclining standing telling story,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:13:26.400,2016-01-15 12:13:26.400,2016-01-15 12:13:39.200,SPADES_15,arms on desk standing web browsing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:13:39.200,2016-01-15 12:13:39.200,2016-01-15 12:13:52.000,SPADES_15,arms on desk standing web browsing,Standing and typing on a keyboard,Standing and typing on a keyboard,Upright,Standing,Upright Movement,Standing and using a computer,Others,Stand-type
2016-01-15 12:13:52.000,2016-01-15 12:13:52.000,2016-01-15 12:14:04.800,SPADES_15,arms on desk standing web browsing,Standing and typing on a keyboard,Standing and typing on a keyboard,Upright,Standing,Upright Movement,Standing and using a computer,Others,Stand-type
2016-01-15 12:14:04.800,2016-01-15 12:14:04.800,2016-01-15 12:14:17.600,SPADES_15,arms on desk standing web browsing,Standing and typing on a keyboard,Standing and typing on a keyboard,Upright,Standing,Upright Movement,Standing and using a computer,Others,Stand-type
2016-01-15 12:14:17.600,2016-01-15 12:14:17.600,2016-01-15 12:14:30.400,SPADES_15,arms on desk standing web browsing,Standing and typing on a keyboard,Standing and typing on a keyboard,Upright,Standing,Upright Movement,Standing and using a computer,Others,Stand-type
2016-01-15 12:14:30.400,2016-01-15 12:14:30.400,2016-01-15 12:14:43.200,SPADES_15,arms on desk standing web browsing,Standing and typing on a keyboard,Standing and typing on a keyboard,Upright,Standing,Upright Movement,Standing and using a computer,Others,Stand-type
2016-01-15 12:14:43.200,2016-01-15 12:14:43.200,2016-01-15 12:14:56.000,SPADES_15,arms on desk standing typing web browsing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:14:56.000,2016-01-15 12:14:56.000,2016-01-15 12:15:08.800,SPADES_15,arms on desk standing typing web browsing,Standing and typing on a keyboard,Standing and typing on a keyboard,Upright,Standing,Upright Movement,Standing and using a computer,Others,Stand-type
2016-01-15 12:15:08.800,2016-01-15 12:15:08.800,2016-01-15 12:15:21.600,SPADES_15,arms on desk standing typing web browsing,Standing and typing on a keyboard,Standing and typing on a keyboard,Upright,Standing,Upright Movement,Standing and using a computer,Others,Stand-type
2016-01-15 12:15:21.600,2016-01-15 12:15:21.600,2016-01-15 12:15:34.400,SPADES_15,arms on desk standing typing web browsing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:15:34.400,2016-01-15 12:15:34.400,2016-01-15 12:15:47.200,SPADES_15,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:15:47.200,2016-01-15 12:15:47.200,2016-01-15 12:16:00.000,SPADES_15,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:16:00.000,2016-01-15 12:16:00.000,2016-01-15 12:16:12.800,SPADES_15,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:16:12.800,2016-01-15 12:16:12.800,2016-01-15 12:16:25.600,SPADES_15,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:16:25.600,2016-01-15 12:16:25.600,2016-01-15 12:16:38.400,SPADES_15,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:16:38.400,2016-01-15 12:16:38.400,2016-01-15 12:16:51.200,SPADES_15,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:16:51.200,2016-01-15 12:16:51.200,2016-01-15 12:17:04.000,SPADES_15,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:17:04.000,2016-01-15 12:17:04.000,2016-01-15 12:17:16.800,SPADES_15,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:17:16.800,2016-01-15 12:17:16.800,2016-01-15 12:17:29.600,SPADES_15,down elevator standing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:17:29.600,2016-01-15 12:17:29.600,2016-01-15 12:17:42.400,SPADES_15,down elevator standing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:17:42.400,2016-01-15 12:17:42.400,2016-01-15 12:17:55.200,SPADES_15,down elevator standing walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:17:55.200,2016-01-15 12:17:55.200,2016-01-15 12:18:08.000,SPADES_15,outdoors telling story walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:18:08.000,2016-01-15 12:18:08.000,2016-01-15 12:18:20.800,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:18:20.800,2016-01-15 12:18:20.800,2016-01-15 12:18:33.600,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:18:33.600,2016-01-15 12:18:33.600,2016-01-15 12:18:46.400,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:18:46.400,2016-01-15 12:18:46.400,2016-01-15 12:18:59.200,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:18:59.200,2016-01-15 12:18:59.200,2016-01-15 12:19:12.000,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:19:12.000,2016-01-15 12:19:12.000,2016-01-15 12:19:24.800,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:19:24.800,2016-01-15 12:19:24.800,2016-01-15 12:19:37.600,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:19:37.600,2016-01-15 12:19:37.600,2016-01-15 12:19:50.400,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:19:50.400,2016-01-15 12:19:50.400,2016-01-15 12:20:03.200,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:20:03.200,2016-01-15 12:20:03.200,2016-01-15 12:20:16.000,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:20:16.000,2016-01-15 12:20:16.000,2016-01-15 12:20:28.800,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:20:28.800,2016-01-15 12:20:28.800,2016-01-15 12:20:41.600,SPADES_15,escalator outdoors standing telling story up walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:20:41.600,2016-01-15 12:20:41.600,2016-01-15 12:20:54.400,SPADES_15,escalator standing up,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:20:54.400,2016-01-15 12:20:54.400,2016-01-15 12:21:07.200,SPADES_15,down escalator stairs standing up walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:21:07.200,2016-01-15 12:21:07.200,2016-01-15 12:21:20.000,SPADES_15,down stairs telling story walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:21:20.000,2016-01-15 12:21:20.000,2016-01-15 12:21:32.800,SPADES_15,down stairs telling story walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:21:32.800,2016-01-15 12:21:32.800,2016-01-15 12:21:45.600,SPADES_15,outdoors stairs telling story walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-01-15 12:21:45.600,2016-01-15 12:21:45.600,2016-01-15 12:21:58.400,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:21:58.400,2016-01-15 12:21:58.400,2016-01-15 12:22:11.200,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:22:11.200,2016-01-15 12:22:11.200,2016-01-15 12:22:24.000,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:22:24.000,2016-01-15 12:22:24.000,2016-01-15 12:22:36.800,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:22:36.800,2016-01-15 12:22:36.800,2016-01-15 12:22:49.600,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:22:49.600,2016-01-15 12:22:49.600,2016-01-15 12:23:02.400,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:23:02.400,2016-01-15 12:23:02.400,2016-01-15 12:23:15.200,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:23:15.200,2016-01-15 12:23:15.200,2016-01-15 12:23:28.000,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:23:28.000,2016-01-15 12:23:28.000,2016-01-15 12:23:40.800,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:23:40.800,2016-01-15 12:23:40.800,2016-01-15 12:23:53.600,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:23:53.600,2016-01-15 12:23:53.600,2016-01-15 12:24:06.400,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:24:06.400,2016-01-15 12:24:06.400,2016-01-15 12:24:19.200,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:24:19.200,2016-01-15 12:24:19.200,2016-01-15 12:24:32.000,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:24:32.000,2016-01-15 12:24:32.000,2016-01-15 12:24:44.800,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:24:44.800,2016-01-15 12:24:44.800,2016-01-15 12:24:57.600,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-01-15 12:24:57.600,2016-01-15 12:24:57.600,2016-01-15 12:25:10.400,SPADES_15,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
